,id,label,review
12234,train_012238,0,"""Hàng đẹp   Còn dc tặng quà cho bé nữa  Thanks shop"" "
10046,train_010049,0,"""Chất lượng sản phẩm tuyệt vời Giày rất đẹp và đường may cũng rất khéochị bán hàng vô cùng thân thiện và dễ mếnthái độ tận tình làm tôi không thể chê vào chô nào được Cảm ơn shop ạ :) Rất đáng tiền"" "
14028,train_014041,0,"""Giao hàng nhanh  Cả chủ nhật "" "
14321,train_014334,0,"""Giày rất là đẹp "" "
9186,train_009188,1,""" Shop phục vụ rất kém  Dặn shop kiểm tra kỹ trước khi gửi nhưng shop vẫn gửi cho 2 sp bị hỏng   Chất lượng sản phẩm rất kém"" "
1602,train_001602,0,"""Sản phẩm y chang ảnh nhé các bác mang êm chân nữa màu sắc kết hợp bắt mắt nói chung là thích lắm  Đường may hơi thô chút nhưng không sao so với tầm giá là quá ok "" "
9052,train_009054,0,"""Sp và quy cách đóng gói đều ok shop ạ "" "
3251,train_003251,0,"""Máy chất lượng tốt chính hãng Tư vấn mua máy nhiệt tình giao hàng nhanh!"" "
8331,train_008332,0,"""Tốt đúng mẩu mã"" "
15369,train_015383,1,"""Sản phẩm quá khác mô tả pin quá yếu"" "
10246,train_010249,0,""" Chất lượng sản phẩm tuyệt vời Chủ shop dễ thương cực nhaaa còn có quà nữa đó ❤❤"" "
5182,train_005182,0,"""giao hàng rất nhanh shop tư vấn nhiệt tình"" "
9426,train_009428,1,"""quá tệ sạc châm nhanh hư đề nghị tiki hỗ trợ đổi hàng giúp mình"" "
6913,train_006914,0,"""Hàng chính hãng   Chất lượng sản phẩm tuyệt vời   Đóng gói sản phẩm rất đẹp và chắc chắn  Rất đáng tiền  Quạt nhỏ chạy êm  Gió mát vừa "" "
10550,train_010553,1,"""10 cái nhưng size ko giống nhau"" "
3333,train_003333,0,"""shop giao nhanh đc màu như ý"" "
6011,train_006012,1,"""Trước khi đặt mua mình cũng ko kỳ vọng gì chỉ là buộc phải mua vì loại áo khoác mỏng này cho bé không dễ kiếm  Tuy nhiên  dù đã chuẩn bị tinh thần nhưng sản phẩm còn tệ hơn mình nghĩ nữa  Mới giặt lẫn đầu mà phần cổ đã bị giãn gấp đôi so với kích thước ban đầu  Áo còn bị rách 1 lỗ nữa  Ngoài ra phần lưng áo cũng không giống hình "" "
4241,train_004241,0,""" Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt  Hàng y như hình"" "
4924,train_004924,1,"""Kéo kém chất lượng cắt cành không dứt "" "
13836,train_013847,0,"""Áo chuẩn hình đẹp  Thích luôn giá lại bèo"" "
15120,train_015134,0,"""chất lượg quá tốt so với giá mua 99k 😂 💯  mih sạc dc 2 lần rưỡii  xuýt 3 lần đầy cho ip 👌🏻  - nchug từ chất lượg đến hình dáng bên ngoài đều ưg nhỏ gọn đẹp 👌🏻  còn ko biet độ bềnn tnao 😂 - p/s : sẽ có lúc ủg hộ shop tiếp ☺️thanks "" "
6254,train_006255,1,"""Minh keu gũi hinh cho pé trai ma sao gui hello kitty vay troi😣Ma cai goi đinh lăng của ngta cũng to hơn nữa Gối này nhỏ xíu mà gòn ít  nên xẹp lép ah😣"" "
11524,train_011527,0,"""Vải hơi mỏng nhưng đội dễ thương lắm "" "
13970,train_013983,0,"""Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh Giày đẹp lắm shop ơi ♥️"" "
3171,train_003171,1,"""""giá này thì thua rồi"""" "
723,train_000723,0,"""Sản phẩm đẹp bấm phím nhậy mội người ủng hộ nha"" "
9676,train_009678,0,"""Ôkê "" "
15414,train_015428,0,""" Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền Cho shop 5 sao"" "
6928,train_006929,0,""" Chất lượng sản phẩm tuyệt vời shop tư vấn và chăm sóc KH tốt"" "
599,train_000599,1,"""KHĂN MỎNG DÍNH CHẮC ĐỂ LAU XE CHỨ TẮM GÌ GIÁ THÌ CAO NỮA BÊN LAZADA HÔM NAY BÁN CÓ 39K"" "
12659,train_012665,1,"""Shop phục vụ rất kém hàng thì giao thiếu khuôn siliconib thì shop ko trả lời màu khoáng thì chứa chì cứ tưởng tự mua nguyên liệu làm son cho an toàn ai ngờ    "" "
15072,train_015086,1,"""mình dùng 1 lần bị dị ứng nổi mẩn đỏ chi chít mặt sợ quá "" "
15051,train_015065,0,"""Ok cảm ơn shop hàng đóng gói rất tuyệt "" "
2132,train_002132,0,"""Hàng đẹp lắm nha mọi người"" "
3814,train_003814,1,""" Chất lượng sản phẩm rất kém mua 2 cái thì 1 cái sắp bục chỉ"" "
3378,train_003378,0,"""Đóng gói đẹp chắc chắn  Giao hàng cho bên vận chuyển nhanh và cũng nhận hàng nhanh"" "
1923,train_001923,1,"""Sản phẩm không dùng được  Shop thiếu trách nhiệm  Đừng ai mua kẻo bị lừa  Không mát cũng không ấm"" "
11116,train_011119,1,"""Nhìn như đồng hồ cũ,chẳng có tí gì tinh tế và sang trọng cả"" "
11401,train_011404,1,"""Mẫu ko giống trên hình   Nt hỏi thì ko trả lời giày thì bên một to một bên nhỏ quá tệ"" "
12415,train_012420,1,""" Rất kémBảo giao đ hồ màu đen thì lúc nhận lại nhận đc đ hồ màu trắng 😤😤 Bực mình"" "
2879,train_002879,1,"""Pin quá hẻo so với cục gạch Nokia thường một ngày sụt pin quá nhanh 😥"" "
12216,train_012220,0,"""Quá cưng luôn ship thì siêu nhanh ạ"" "
10224,train_010227,1,"""Kiểu thì đẹp nhưng chất lượng kém  Giày vừa chân nhưng dây phía sau thì không vừa rất khó mang"" "
16011,train_016025,0,"""MUa 103 giao 102 Nhưng ks chất lượng tốt"" "
898,train_000898,1,"""Giao hàng thiếu khẩu trang của mình"" "
15432,train_015446,0,"""Giao hàng siêu nhanh    mới đặt trưa hôm qua    trưa nay đã nhận đc rồi    thanks shop nha :)))) Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh"" "
2102,train_002102,1,"""Sạc nóng củ lắm  Nhưng vẫn vào pin ngon  Ko biết có sao ko nữa"" "
4448,train_004448,1,"""Đặt 1mau gửi 1mau"" "
250,train_000250,0,""" Chất lượng sản phẩm tuyệt  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt"" "
15804,train_015818,0,""" Đóng gói sản phẩm rất đẹp và chắc chắn  Shop phục vụ rất tốt  Mua qua shopee  nhiều và đây là lần đầu cảm thấy rất ưng ý  Dùng ok sẽ ủng hộ shop dài dài  Thời gian giao hàng rất nhanh"" "
7277,train_007278,0,"""Đáng đồng tiền 😍"" "
4930,train_004930,0,"""Shop phục vụ tốt hàng chất lượng đảm bảo "" "
1188,train_001188,0,""" Chất lượng sản phẩm tuyệt vời  hàng đẹp giá tốt"" "
13877,train_013889,1,"""Chất lượng ko tốt như giá trị bỏ ra  Zip ko chắc chắn"" "
10705,train_010708,0,""" Thời gian giao hàng rất nhanh  Giày đi êmnhẹ  Rất đáng tiền"" "
13638,train_013649,0,"""Đẹp  giá rẻ mình đặt về bạn bè thích nhờ đặt thêm  "" "
9530,train_009532,0,"""Hàng đẹp quá shop ah chất lượng ưng nhất từ hồi mua online trên shopee đến giờ "" "
6002,train_006003,0,"""Shop bọc hàng kỹ cẩn thận và đẹp  Chai t4 mua của shop  Chất lượng tuyệt vời"" "
1289,train_001289,0,""" Chất lượng sản phẩm tuyệt vời  Shop hỗ trợ rất nhiệt tình  5 sao  "" "
13488,train_013499,0,"""Chưa dùg nên chưa đánh giá đc  cho Shop 5* trc ^^"" "
2997,train_002997,0,"""Dây đẹp mà lại hạt dẻ nữa :)))"" "
10234,train_010237,1,"""Toan sản phẩm bị lỗi không phải da thật "" "
12202,train_012206,0,"""Hàng nhìn giống với hình ảnh, giao hàng nhanh  "" "
9955,train_009958,0,"""Sản phẩm đúng như hình ảnh  Thời gian giao hàng rất nhanh"" "
1697,train_001697,1,"""Qoai  đeo  bi  xước  tùm lum   k thích  cho  lắm  "" "
4203,train_004203,1,"""xấu vl ae đừng mua   hối hận"" "
5344,train_005345,1,"""Mua 3 chai thì 1 chai mất nắp  Cũ như kiểu Sài rồi Túi thì giao nhầm màu  Không tin được là bán hàng cho khách vậy luôn  Chất lượng sản phẩm rất kém"" "
10493,train_010496,0,"""""Cái này nhìn ngon    ^^"""" "
15452,train_015466,0,"""Giao hàng nhanh đóng gói chắc chắn  Máy sử dụng khá ổn "" "
3919,train_003919,0,"""Sim đúng như mô tả  Shop hỗ trợ nhiệt tình  Nếu có dự định mua sim thì chắc chắn tôi sẽ quay lại shop này "" "
11657,train_011660,1,""" Chất lượng sản phẩm rất kém giao hàng không đúng mẫu"" "
13157,train_013165,0,"""Người bán hàng vui tính   Đóng gói sản phẩm rất đẹp và chắc chắn  Tặng thêm 5c bút kkk  Em sẽ ủng hộ shop tiếp 😍"" "
6257,train_006258,0,""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn  Đúng như hình ảnh  Ok"" "
8618,train_008619,0,"""Size giày ko giống nhau  Bữa mình mua size bé 6m thì ok nhưng g cũng mua size 6m thì quá rộng  Nhưng sản phẩm chất lượng  Giày đẹp  "" "
7192,train_007193,1,""" Thời gian giao hàng nhanh chất lượng sản phẩm không ấn tượng  Hy vọng shop sẽ có sản phẩm tốt hơn khẩu trang này  Mình sẵn sàng mua thêm "" "
9463,train_009465,0,"""Giao hàng nhanh gói hag đẹp bỉm dug thik lắm  Giá thì quá tốt luôn"" "
5972,train_005973,1,"""Size cho bé 20kg quá nhỏ  "" "
15245,train_015259,1,"""Giấy dán sao thấy thô sơ   dán k đều dán bị chênh k check dc mã vạch0"" "
5977,train_005978,1,"""Giao hàng chậm  Sản phẩm chưa gì đã bung  Chán"" "
10998,train_011001,1,"""Ko có"" "
369,train_000369,0,""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Hàng rất đẹp mềm nhẹ dầy dẶn rất đẹp  Sẽ ủng hộ shop dài dài"" "
10075,train_010078,0,""" Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh phuc vu rất nhiệt tình "" "
11736,train_011739,0,"""Sản phẩm ok  Nhưng có điều cái nắp lò k được dính lắm đậy  lại nhưng dễ bật ra độ hít kém quá  Còn chất lượng thì chưa xài nên chưa đánh giá được"" "
11759,train_011762,1,""" Chất lượng sản phẩm rất kém Quá tệ   Mã không sử dụng được    Mua ngày 3-11 hsd đến ngày 20-11 ra cửa hàng báo ngày 1-11 hết hạn   "" "
8348,train_008349,0,"""Khô gà ngon"" "
5865,train_005866,0,"""Đóng gói sản phẩm rất đẹp và chắc chắn thiếu mất móc khóa"" "
4590,train_004590,0,""" Chất lượng sản phẩm tuyệt vời hàng tốt chuẩn?"" "
11907,train_011910,1,"""Đế dính màu chui ko ra! "" "
1954,train_001954,1,"""Hàng ko như mong đợi chỉ có 1 mặt kính phía sau viền bên trong lót cực kỳ kém lắp điện thoại vào xước như chơi  Rơi mạnh có thể bung hết ra  Nói chung là đặt mua chơi thôi nhận hàng rồi thấy ko phù hợp =))"" "
625,train_000625,0,"""Chất lượng sản phẩm tuyệt vời chân nấm to đẹp giá hợp lý "" "
10178,train_010181,0,"""Đánh giá lại sau khi dùng 30 ngày!"" "
759,train_000759,1,"""Tôi đã mua sản phẩm chuột không dây thương hiệu Logitech B175 ngày hôm qua nhưng chuột không hoạt động  Hôm nay chúng tôi đã mua pin mới khác lắp vào để thử thêm 1 lần nữa nhưng chuột vẫn không hoạt động  Chúng tôi mỗi trả hàng ( hoặc đỗi hàng khác nhưng hoạt  động được cho chúng tôi)XIN CÁM ƠN"" "
7421,train_007422,0,""" Shop phục vụ rất tốt Và rất nhiệt tình 😊"" "
4777,train_004777,1,"""""Hàng cty cấp, cấp xong vứt ở nhà, xài con Xornet cho đỡ mỏi tay  Cơ mà vẫn thắc mắc là dong thấp nhất, nhưng éo bằng con misumi giá bằng 1/3 """" "
2625,train_002625,1,""" Chất lượng sản phẩm kém hạt nhỏ  Lép nhiều "" "
358,train_000358,0,"""Máy rẻ chạy ổn"" "
5625,train_005626,1,""" Chất lượng sản phẩm tuyệt vời nhưng toàn chữ Trung Quốc  "" "
8551,train_008552,0,""" Chất lượng sản phẩm tuyệt vời mỗi tội có 1 hộp giày bị móp"" "
7974,train_007975,0,"""Mua sale  Hàng tiền nào của ấy :)))) Đồng hồ hỏng nhưng shop cũng đã hoàn tiền  làm ăn cũng uy tín nhưng em hàng lần sau chất lượng hơn nhé"" "
4543,train_004543,0,""" Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh  Màu lên chuẩn"" "
1362,train_001362,0,""" Chất lượng sản phẩm tốt  Đáng đồng tiền "" "
6043,train_006044,1,"""Sao mới mua về xài được hơn 1 tháng mà hư là sao? Chất lượng được có 1 tháng ak"" "
3192,train_003192,0,""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt"" "
13107,train_013115,0,"""""Rẻ hơn mình tưởng  !"""" "
9889,train_009892,0,"""Có hơi vụn xíu nhưng ăn ngon giòn thích lắm ạ  Sẽ ủng hộ shop dài dài nà 😘"" "
5021,train_005021,0,""" Chất lượng sản phẩm tuyệt vời  Đẹp lắm shop ơi không chê vào đâu được  Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền"" "
8118,train_008119,0,"""Ưng lắm ạ Ship  nhanh"" "
2893,train_002893,0,"""Sản phẩm như mô tả   đóng gói chắc chắn   đẹp hơn mong đợi   tôi rất thích"" "
10893,train_010896,0,"""Hàng đẹp lắm nha shop ơiiiii 😍"" "
1991,train_001991,0,"""1 bịch bỉm bị rách ở dưới đáy túi nhưng vẫn cho shop 5 sao"" "
10442,train_010445,0,"""Giao hàng nhanh  Shop nhiệt tình nhưng shope làm ăn chậm "" "
6069,train_006070,0,"""Bánh rất ngon Ngon nhất là báng quy trứng muối"" "
15438,train_015452,0,""" Chất lượng sản phẩm tuyệt vời  Hàng auth 100%  Sẽ tiếp tục mua hang cua shop"" "
6772,train_006773,0,"""Sản phẩm như hình và giao hàng nhanh"" "
1198,train_001198,0,"""Chất lg sản phẩm tốt nhân viên giao hàng nhiệt tình đóng gói bao bì cẩn thận"" "
3505,train_003505,1,"""Shop giao hẳn 52 chiếc 14 loại toàn mask mặt như mình ghi chú nhưng chẳng có cái nào của bioaqua hết! Buồn!"" "
9094,train_009096,1,"""giao thiếu sản phẩm không biết bên mình đếm sai hay chủ ý gói sai"" "
534,train_000534,1,"""rất bực mình khi nhận cuốn sách này mình muốn tặng b ạn mình nhưng bìa sách lại bị vẽ mực lên "" "
15225,train_015239,1,"""Màu sắc ko dc giống ảnh lắm  Nói chung tiền nào của đâys thôi"" "
7457,train_007458,0,""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền  Cho shop 5 sao"" "
3594,train_003594,1,"""Ô phò k nên mua "" "
11246,train_011249,0,""" Chất lượng sản phẩm tuyệt vời  Đóng gói kĩ dã man Nhanh nữa"" "
5452,train_005453,0,""" Chất lượng sản phẩm tuyệt vờimàu hồng  hơi quê lựa màu khác mau nhé "" "
7988,train_007989,0,""" Đóng gói sản phẩm rất đẹp và chắc chắn  Hàng đẹp y hình chất kaki dày dặn nhưng rất mềm thích nhất là cạp chun k chặt mà co giãn rất thoải mái  Mình cảm ơn shop nhiều nhé 😘😘😘"" "
7436,train_007437,0,"""Bánh này hơi cứng mà ăn ngon "" "
1573,train_001573,0,"""Hàng cực đẹp  giá rẻ nữa   Mua giá lẻ của shop bán lại còn lời 😉❤️🌸 "" "
1625,train_001625,1,"""Ko có keo lấy bụi ??? Miếg dán dễ vở"" "
13763,train_013774,0,"""shop giao rất nhanh luôn gói hàng kĩ hàng chất lượng tốt giá khá hợp lý đã ủng hộ lâu và sẽ ủng hộ lâu dài ^^ Rất đáng tiền"" "
4173,train_004173,0,"""Đẹp lm 👍👍👍 dong hàng ok lần đầu mua rất hài lòng  Đóng gói sản phẩm rất đẹp và chắc chắn"" "
14481,train_014494,1,"""Không hài lòng lắm  Giao hàng đã note giao buổi chiều mà cứ gọi buổi sáng giao "" "
7492,train_007493,1,"""Gửi nhầm cái tất quần    đt nói nta gửi lại r bảo là sẽ gửi lại tất cho nta    nta gửi r lại k thấy tất quần kia đâu    làm ăn v à    nt thì nói bạn nhận đc rồi mà    cái tất k đáng bao nhiêu mà làm kiểu thấy ghét    nói nta trả lại hàng cho mk thì cx phải gửi hàng lại cho nta chứ    không có uy tín"" "
8233,train_008234,0,"""Trùi ui chị quấn chống sốc dày lun: này thì cho mày muốn vỡ cũng k đc nhé ;))  Đặt cái giao hàng ngay cho bên vận chuyển quá thần tốc ;))  Hàng chuận nun giá thì siu iu thưn <3"" "
8543,train_008544,0,"""Shop đóng thừa 1 viên nén mặt nạ miniso rồi nhé  😁 hàng thì mua lần thứ 2 nên khỏi phải bàn về chất lượng"" "
885,train_000885,0,"""Ưng cái bụng😊😊😊"" "
13706,train_013717,1,"""Máy  công xuất quá nhỏ   không có pin dự phòng hỏng pin là bỏ đi nói chung là tiền nào của nấy  nếu tiện minh đổi sang con khác thì tốt"" "
10482,train_010485,0,"""Chất lượng sản phẩm giòn ngon nhưng bọc nửa ký bị lủng và dán băng keo nên sản phẩm bị mềm yêu cầu shop nên coi lại cách đóng gói"" "
14735,train_014748,0,"""Hàng nhận rất đẹp  "" "
8071,train_008072,0,""" Chất lượng sản phẩm tuyệt vời mình lấy size 8 mà bé mặc bị ngắn "" "
11603,train_011606,0,""" Thời gian giao hàng rất nhanh serum vẫn còn trong"" "
830,train_000830,0,"""Mua đợt khuyến mãi giá chỉ 70k  Ko thể rẻ hơn Lần đầu giao nhầm quạt đứng nhưng shop nhiệt tình trực tiếp chạy qua đổi  Hàng test chạy ok  Độ bền thì dùng lâu mới đánh giá được "" "
3521,train_003521,1,"""Nát quá shop ơi "" "
10907,train_010910,0,"""Chưa đeo nên k biết có bền k "" "
20,train_000020,0,""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền  Giao hàng hôm sau là có"" "
3930,train_003930,1,""" Chất lượng sản phẩm kém mình mua 2 đôi mà như zậy đây"" "
15007,train_015021,0,""" Shop phục vụ rất tốt  Bánh vừa ăn  Giòn ngon"" "
14810,train_014824,0,"""Mua sản phẩm thích nhất là shop có tâm  Nhiệt tình và vui tính điều đặc biêt nữa là giày như hình đẹp ok ok   Ai mua thì lẹ lên"" "
14125,train_014138,1,"""Sản phẩm hđ kém phải gửi đổi lại tiền cước nữaì cũng đến 400  shop phục vụ ko quân tử tóm lại là mua một lần cho biếtbiết rồi mà tránh xa Chất lượng sản phẩm rất kém ko hài lòng tý nào"" "
10844,train_010847,0,"""Tạm đc thôi "" "
2364,train_002364,0,"""Sổ và vở xinh lắm ạ ❤️"" "
15138,train_015152,1,"""Đặt 2 máy  1 máy sài được 1 cái k sài được"" "
980,train_000980,0,"""Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt  "" "
6706,train_006707,0,"""Shop tư vấn nhiệt tình Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tốt  5 sao nha"" "
14162,train_014175,0,"""Đóng gói đẹp và chắc chắn má hồng chất lượng đúng mẫu mã"" "
1144,train_001144,0,"""đẹp lắm ạ ths shop :*"" "
8532,train_008533,0,"""K đẹp hẳn như trg ảnh nhg đáng tiền"" "
14474,train_014487,0,""" Chất lượng sản phẩm tuyệt vời  Sẽ còn quay lại nhiều lần"" "
7527,train_007528,0,"""Chất lượng khá tốt rất êm chân  nhưng giao hàng hơi lâu xíu"" "
9115,train_009117,1,"""đồ k đc như giới thiệu  shop k uy tín"" "
9741,train_009743,1,"""Thanh gỗ bánh xe sau ngắn hơn thanh trướcđi bị kẹt khó đẩy"" "
2518,train_002518,0,""" Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt và còn tặng kèm móc khoá cho khách  tks shop ❤️"" "
4239,train_004239,1,""" Chất lượng sản phẩm rất kém khô như keo 502 quá thất vọng không bao giờ mua của shop này nữa"" "
5512,train_005513,0,"""Cap ok"" "
3854,train_003854,0,"""size xl bé tạm được"" "
11390,train_011393,0,"""Bông k dai lắm  Vs giá tiền thì phù hợp"" "
7332,train_007333,1,""" Chỉ đc 1 ít thôi ria mép vẫn còn 90% luôn "" "
10170,train_010173,1,"""Mặc đc lần đã rách vải chứ k phải bung chỉ "" "
11191,train_011194,0,"""Hình đẹp shop tận tình mỗi tội chất liệu của chăn hơi mỏng"" "
11646,train_011649,1,"""không cắm được ổ cứng di động"" "
13210,train_013218,0,"""Y như hình nhưng đế sandal làm không làm bằng nhựa cứnng như đế giày thông thường mà mềm hơn gờ vào dính tay dễ bám bụi"" "
5695,train_005696,1,"""Hàng ko được tốt"" "
5333,train_005334,0,"""Được tặng thêm 1 mặt nạ sum37  Thanks shop Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn"" "
6375,train_006376,1,"""Sản phẩm cây lau thích hợp cho nhà có diện tích rộng lau sạch và nhanh  Tuy nhiên phần chốt dễ bị lệch  Mình mới mua được gần 2 tháng và đã bị hỏng  :("" "
12272,train_012276,0,""" Chất lượng sản phẩm tuyệt vời Hàng chuẩn 100%Cushion của Missha thường dùng cho tông da trắng & ít khuyết điểm Shop  Đóng gói sản phẩm rất đẹp và chắc chắn"" "
12300,train_012305,0,"""cũng được hơi khác vs suy nghĩ của mình về sp"" "
3762,train_003762,0,"""Đóng gói chặt chẽ sản phẩm uy tín mng ủng hộ nhé"" "
11416,train_011419,0,"""Ngooooonnnn kkk Chất lượng sản phẩm tuyệt vời"" "
14625,train_014638,0,"""shop gì đâu mà chu đáo ghê á đã mu hàng mà còn tặng kèm nữa chứ siu iu chất son siu thích  Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh"" "
15579,train_015593,0,"""Khăn rất mềm và đẹp ạ"" "
120,train_000120,1,"""mua 2 cục lap vao ko có tính hiêu   đều ko dùng được"" "
10262,train_010265,1,"""Để chuột hãng asus mà về mở hàng ra thấy loại khác(logitech) "" "
1085,train_001085,1,"""Hàng quá xấu so với hình"" "
10061,train_010064,0,"""Shop phản hồi nhanh nhiệt tình sp xịn "" "
5181,train_005181,0,"""Màu đep mịn "" "
1194,train_001194,0,"""Shop đóng gói rất kĩ  Sẽ ủng hộ dài dài ạ"" "
10648,train_010651,0,"""ok  tốt nhất trong tầm giá rùi"" "
6095,train_006096,0,"""Chất lượng sản phẩm tuyệt vời  Của mình k có đĩa CD   Thời gian giao hàng rất nhanh"" "
2736,train_002736,1,"""Chat lượng hang bt"" "
8690,train_008691,0,"""hơi nhỏ  bé thích"" "
7333,train_007334,1,"""Đúng là tiền nào của nấy  Khẩu trang mỏng và ám múi như túi nilon rất kinh khủng phải đeo chắc là buồn nôn luôn  Mình ko dùng đc một cái nào hết và vứt đi nguyên 4 hộp  Shop đóng gói sp ko tốt hộp giấy móp hết cả nhưng thôi cái này có móp hộp cũng ko sao khẩu trang bên trong thì ko ảnh hưởng gì  "" "
11711,train_011714,0,"""Hàng rất đẹp vừa chân chủ shop tư vấn rất nhiệt tình "" "
2537,train_002537,0,"""Sp giao nhanh dung chung loai thanks shop"" "
3894,train_003894,0,""" Chất lượng sản phẩm tuyệt vời Quần đẹp, màu đẹp vải cũng đẹp  Sẽ ủng hộ shop nữa ạ "" "
8967,train_008969,1,"""Quá ngọt cảm giác nhưu đang nhai đường vậy Gà ỉu mềm k khô giòn "" "
2074,train_002074,1,"""tiki không bọc sách sản phẩm này nhé  Vậy sao đơn hàng vẫn sử dụng bookcare?"" "
7227,train_007228,1,"""Mình nhận hàng ngày 12/6  Bánh sx từ 11-12/5 mà mình nghe nói bánh date ngắn (15 tháng) nên như này ăn ko kịp luôn :|  Bánh sữa chua mình bóc 5 cái cả 5 đều bị ẩm viền (khác màu mình chụp ảnh ko lên) "" "
8622,train_008623,1,"""""Thiết kế đẹp   nhưng android mà ram 1GB thì chán lắm,giật tung toé """" "
3578,train_003578,0,""" Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh   Giày đẹp !! 😍😍"" "
4144,train_004144,1,"""Chát lượng kém thái độ phục vụ kém hàng không giống ảnh"" "
8182,train_008183,0,"""giao hàng nhanh sp đúng vs mô tả dùng ổn"" "
12393,train_012398,1,"""Đồng hồ chạy ko được   Uổng tiền"" "
2802,train_002802,0,"""""Càng lúc càng thích Mediatek rồi """" "
4554,train_004554,1,"""Dây cáp micro usb không đúng chiều dài như miêu tả Chỉ có 98cm trong khi trên web up 1 2mét "" "
8885,train_008887,1,"""Hộp xấu quá "" "
1140,train_001140,1,"""Ko có micaro ko có phích để cắm đèn   Chất lượng sản phẩm rất kém"" "
8426,train_008427,0,"""Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh Rất đáng tiền Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh"" "
8879,train_008881,0,""" Tuyệt vơi  Thời gian giao hàng rất nhanh  Dịch vụ nhìn chung rất tốt"" "
8936,train_008938,1,"""Khô gà mềm quá hk giòn "" "
14076,train_014089,1,"""""G4 mình cũng mua zenfone 2 ma thường bị đứnghoài ghét , hối hận"""" "
5161,train_005161,0,"""Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn"" "
1983,train_001983,0,""" Chất lượng sản phẩm tuyệt vời  Shop phục vụ tốt giày hơi bị xước dây một chút nhưng chất lượng cao  Sẽ ủng hộ hàng của shop  Giày rất đẹp  "" "
3976,train_003976,1,"""Xây lần dau tiên đứng máy không xây duoc thất vọng "" "
8198,train_008199,1,"""Đóng gói k chắc chắn "" "
971,train_000971,1,"""Sản phẩm bị lỗi - cắm jack 3 5mm từ dtdd hoặc laptop máy tính thì ko xài được - Đã test các jack này với cái khác y chang thì được"" "
12456,train_012461,0,"""Táo rất ngon gói hàng cẩn thận cảm ơn Shop "" "
4937,train_004937,0,""" Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn tuy hơi chậm nhưng cũng ok rồi"" "
8986,train_008988,0,""" Chất lượng sản phẩm tuyệt vời   giao hàng nhanh"" "
5325,train_005326,0,""" Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh"" "
8103,train_008104,1,"""Hàng made in china"" "
